image,pattern,psnr
0001x2.png,box,26.838303009182635
0001x2.png,random,29.259585193891155
0001x2.png,legendre,29.236103760795118
0002x2.png,box,29.24601824631192
0002x2.png,random,30.358676469141695
0002x2.png,legendre,31.110573942211474
