image,pattern,psnr
0001x2.png,box,24.227161832318384
0001x2.png,random,27.794906420121436
0001x2.png,legendre,28.915031128392247
0002x2.png,box,27.40071108262267
0002x2.png,random,29.24490217628726
0002x2.png,legendre,30.669217416372557
