image,pattern,psnr
0001x2.png,box,10.07305259972661
0001x2.png,random,13.097863985316193
0001x2.png,legendre,12.851185800439763
0002x2.png,box,9.833324712456111
0002x2.png,random,12.48685045874791
0002x2.png,legendre,12.97568197830577
