image,pattern,psnr
0001x2.png,box,21.33619480545253
0001x2.png,random,16.733801076189096
0001x2.png,legendre,18.899764322960017
0002x2.png,box,25.36824617148757
0002x2.png,random,17.074275932663408
0002x2.png,legendre,18.615112077227554
